Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Animal type (product.metafields.shopify.animal-type),Color (product.metafields.shopify.color-pattern),Compatible vehicle (product.metafields.shopify.compatible-vehicle),First aid kit components (product.metafields.shopify.first-aid-kit-components),Leash design (product.metafields.shopify.leash-design),Material (product.metafields.shopify.material),Pet control accessory features (product.metafields.shopify.pet-control-accessory-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
two-point-control-dog-lead-works-with-no-pull-harnesses-no-tangle-training-leads-soft-padded-and-reflective-walking-lead-converts-to-single-lead-for-medium-large-dogs-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/e571cb9f52f570825ae5bc030e73ceaf.jpg?v=1764894944,2,"Two Point Control Dog Lead, Works with No Pull Harnesses, No Tangle Training Leads, Soft Padded and Reflective Walking Lead, Converts to Single Lead for Medium Large Dogs (Brown)",,,,,,,,,,,,,,,,,,,,
two-point-control-dog-lead-works-with-no-pull-harnesses-no-tangle-training-leads-soft-padded-and-reflective-walking-lead-converts-to-single-lead-for-medium-large-dogs-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/c2659970191f25714e6ac7bfad6e079b.jpg?v=1764894944,3,"Two Point Control Dog Lead, Works with No Pull Harnesses, No Tangle Training Leads, Soft Padded and Reflective Walking Lead, Converts to Single Lead for Medium Large Dogs (Brown)",,,,,,,,,,,,,,,,,,,,
two-point-control-dog-lead-works-with-no-pull-harnesses-no-tangle-training-leads-soft-padded-and-reflective-walking-lead-converts-to-single-lead-for-medium-large-dogs-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/20a8a821634627a6bd2dd8135785e816.jpg?v=1764894943,4,"Two Point Control Dog Lead, Works with No Pull Harnesses, No Tangle Training Leads, Soft Padded and Reflective Walking Lead, Converts to Single Lead for Medium Large Dogs (Brown)",,,,,,,,,,,,,,,,,,,,
two-point-control-dog-lead-works-with-no-pull-harnesses-no-tangle-training-leads-soft-padded-and-reflective-walking-lead-converts-to-single-lead-for-medium-large-dogs-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/17b670a1c98cc39fefb3a18d49cc5497.jpg?v=1764894944,5,"Two Point Control Dog Lead, Works with No Pull Harnesses, No Tangle Training Leads, Soft Padded and Reflective Walking Lead, Converts to Single Lead for Medium Large Dogs (Brown)",,,,,,,,,,,,,,,,,,,,
two-point-control-dog-lead-works-with-no-pull-harnesses-no-tangle-training-leads-soft-padded-and-reflective-walking-lead-converts-to-single-lead-for-medium-large-dogs-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/fe9f40298eb6ea27f64e9d03d5523cce.jpg?v=1764894944,6,"Two Point Control Dog Lead, Works with No Pull Harnesses, No Tangle Training Leads, Soft Padded and Reflective Walking Lead, Converts to Single Lead for Medium Large Dogs (Brown)",,,,,,,,,,,,,,,,,,,,
two-point-control-dog-lead-works-with-no-pull-harnesses-no-tangle-training-leads-soft-padded-and-reflective-walking-lead-converts-to-single-lead-for-medium-large-dogs-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/8c893bd540ddc8f2761f92ddd147ac91.jpg?v=1764894944,7,"Two Point Control Dog Lead, Works with No Pull Harnesses, No Tangle Training Leads, Soft Padded and Reflective Walking Lead, Converts to Single Lead for Medium Large Dogs (Brown)",,,,,,,,,,,,,,,,,,,,
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,"Pecute Retractable Dog Lead – 10m (Heavy Duty, Dogs up to 50kg) | HappyPawsCo UK","<p>Open spaces deserve open exploration. When you're in the park, on the beach, or across fields where your dog can safely roam further, a 10m lead gives them genuine freedom while you maintain control from a distance. This heavy-duty lead handles large dogs up to 50kg with a reliable braking system, tangle-free design, and reflective tape for safer visibility, because sometimes the best walks are the ones where they can really stretch their legs.</p>

<ul>
  <li>
    <strong>Extended 10m reach for open spaces</strong> – genuine freedom for exploring parks, beaches, and fields
  </li>
  <li>
    <strong>Heavy-duty design for dogs up to 50kg</strong> – 304 stainless steel spring coils for smooth, reliable retraction
  </li>
  <li>
    <strong>360° tangle-free mechanism</strong> – U-shaped guide and swivel hook help prevent twisting at any angle
  </li>
  <li>
    <strong>One-button braking system</strong> – release, lock, or retract smoothly with convenient thumb control
  </li>
  <li>
    <strong>Reflective tape and rust-proof components</strong> – improved visibility and durability for regular UK outdoor use
  </li>
  <li>
    <strong>Includes poo bag holder with 15 starter bags</strong> – everything you need in one practical handle
  </li>
</ul>

<p><strong>Pairs well with:</strong> <a href=""/products/earth-rated-dog-poo-bags-unscented-270-uk"">Earth Rated Dog Poo Bags (270 Count)</a>, <a href=""/products/stainless-steel-pet-water-bottle-800-ml-grey"">Stainless Steel Pet Water Bottle (800ml - Grey)</a>.</p>",HappyPawsCo.,Animals & Pet Supplies > Pet Supplies > Pet Leashes,"","10m retractable lead, Collars, Dogs, Harnesses & Leads, Large-dogs, Leads, Pet Supplies, Retractable Leads",true,Size Name,10M | Max 50Kg,,Colour Name,Black,,,,,1c611d6d-6607-45a2-ae36-51da418675f6,17123.1119675,shopify,deny,autods-prod-lreltcwk,37.86,0.00,true,true,,,,,313035731765,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/c60e61f5ac096b0b4fc291d48111a5d5.jpg?v=1764894968,1,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",false,Pecute 10m Retractable Dog Lead – Heavy Duty for Dogs up to 50kg | HappyPawsCo UK,"Extra-long 10m retractable lead for confident recall and sniffing time while keeping big dogs safely attached. Heavy duty design for dogs up to 50kg with tangle-resistant tape, comfortable handle and one-handed brake. Built for fields, parks and open spaces.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/c60e61f5ac096b0b4fc291d48111a5d5.jpg?v=1764894968,oz,,29.99,active
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/3d0f1f2e3d0e7c7141e03fc648ab2ac1.jpg?v=1764894969,2,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",,,,,,,,,,,,,,,,,,,,
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/1365978c78ed33119e755f84ae7a2460.jpg?v=1764894969,3,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",,,,,,,,,,,,,,,,,,,,
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/79f6c8ae0b6e994a5d5b59d7da6cecee.jpg?v=1764894968,4,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",,,,,,,,,,,,,,,,,,,,
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/0e08748c55ccc699d7f78dc8c0f7c4ef.jpg?v=1764894968,5,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",,,,,,,,,,,,,,,,,,,,
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/37672228b88586a0a8e5c2cdd73f079f.jpg?v=1764894969,6,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",,,,,,,,,,,,,,,,,,,,
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/f1da9f3a7f5630be8f868ce9f197a2cf.jpg?v=1764894970,7,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",,,,,,,,,,,,,,,,,,,,
retractable-dog-leash-with-poo-bag-holder-10m-32ft-extended-dog-leash-with-360-tangle-free-anti-slip-handle-and-quick-brake-button-suitable-for-dogs-up-to-110lbs-50kg-in-weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/33acad0067ce0fc546f8db7942a76aa2.jpg?v=1764894969,8,"Retractable Dog Leash with Poo Bag Holder, 10M/32Ft Extended Dog Leash with 360° Tangle-Free, Anti-Slip Handle and Quick Brake Button, Suitable for Dogs up to 110Lbs/50Kg in Weight",,,,,,,,,,,,,,,,,,,,
360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-medium-black,"TUG Retractable Dog Lead – 5m (Black, Medium Dogs) | HappyPawsCo UK","<p>Everyday walks need everyday reliability. Whether it is the morning dash before work or the evening stroll around the neighbourhood, a retractable lead that works smoothly every time makes life simpler for both of you. This 5m lead handles medium dogs up to 25kg with consistent retraction, easy thumb control, and tangle-free movement, so you can focus on the walk instead of wrestling with the equipment.</p>

<ul>
  <li>
<strong>Smooth 5m retraction with heavy-duty internal coil</strong> – reliable extension and return every time</li>
  <li>
<strong>360° tangle-free tape movement</strong> – no frustrating twists or knots as your dog changes direction</li>
  <li>
<strong>One-handed brake system</strong> – thumb control lets you pause, lock, or release instantly</li>
  <li>
<strong>Comfortable ergonomic handle</strong> – anti-slip grip designed for daily use and longer walks</li>
  <li>
<strong>Suitable for medium dogs up to 25kg</strong> – strong nylon tape built for consistent performance</li>
</ul>

<p><strong>Prefer green?</strong> See the <a href=""/products/360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-one-handed-brake-pause-lock-medium-green"">green version here</a>.</p>

<p><strong>Pairs well with:</strong> <a href=""/products/earth-rated-dog-poo-bags-unscented-270-uk"">Earth Rated Dog Poo Bags (270 Count)</a>, <a href=""/products/reflective-no-pull-dog-harness-padded-escape-resist-metal-rings-happypawsco-uk"">Reflective No-Pull Dog Harness</a>.</p>",HappyPawsCo.,Animals & Pet Supplies > Pet Supplies > Pet Leashes,"","5m retractable lead, Collars, Dogs, Harnesses & Leads, Leads, medium dogs, Pet Supplies, Retractable Leads",true,Size Name,Medium,,Colour Name,Black,,,,,10b2441b-09cc-4577-87b4-7a38990ba545,11963.49875875,shopify,deny,autods-prod-lreltcwk,23.05,0.00,true,true,,,,,7445014013050,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/e14e29c7e7d1c1a18f9d7af98e21421e.jpg?v=1764894928,1,"360° Tangle-Free Retractable Dog Lead for up to 25 Kg Dogs | 5 M Strong Nylon Tape/Ribbon (Medium, Black)",false,TUG 5m Retractable Dog Lead – Black (Medium Dogs) | HappyPawsCo UK,"5m retractable lead for medium dogs who like to roam but still stay close. Smooth extension and brake, ergonomic handle and tangle-free tape for everyday walks on paths, parks and green spaces. A simple, reliable choice for UK dog owners.",,dogs,black,,,,plastic; nylon,adjustable,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/e14e29c7e7d1c1a18f9d7af98e21421e.jpg?v=1764894928,oz,,15.99,active
360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/13e3b57e132c60ee365bfff49fd45605.jpg?v=1764894930,2,"360° Tangle-Free Retractable Dog Lead for up to 25 Kg Dogs | 5 M Strong Nylon Tape/Ribbon (Medium, Black)",,,,,,,,,,,,,,,,,,,,
360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/b8939ba72eb144f0b38411888d7424bf.jpg?v=1764894928,3,"360° Tangle-Free Retractable Dog Lead for up to 25 Kg Dogs | 5 M Strong Nylon Tape/Ribbon (Medium, Black)",,,,,,,,,,,,,,,,,,,,
360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/a6498acfdb5a5f9620b195e8e8cc2f4f.jpg?v=1764894928,4,"360° Tangle-Free Retractable Dog Lead for up to 25 Kg Dogs | 5 M Strong Nylon Tape/Ribbon (Medium, Black)",,,,,,,,,,,,,,,,,,,,
360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/d5a1a56ab4884cd2c9dc6f1b0a3064ed.jpg?v=1764894928,5,"360° Tangle-Free Retractable Dog Lead for up to 25 Kg Dogs | 5 M Strong Nylon Tape/Ribbon (Medium, Black)",,,,,,,,,,,,,,,,,,,,
360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/704f1f23752440125b08fe27d53eb758.jpg?v=1764894928,6,"360° Tangle-Free Retractable Dog Lead for up to 25 Kg Dogs | 5 M Strong Nylon Tape/Ribbon (Medium, Black)",,,,,,,,,,,,,,,,,,,,
360-tangle-free-retractable-dog-lead-for-up-to-25-kg-dogs-5-m-strong-nylon-tape-ribbon-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/f388139fbecf7dc21a4b14cd93c99859.jpg?v=1764894929,7,"360° Tangle-Free Retractable Dog Lead for up to 25 Kg Dogs | 5 M Strong Nylon Tape/Ribbon (Medium, Black)",,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-dark-red,"Lick Mat for Dogs – Suction Cup (Dark Red, Anxiety Relief) | HappyPawsCo UK","<p>Bath time, nail trims, vet visits, these moments can feel overwhelming for your dog, and stressful for you too. A lick mat helps calm anxious behaviour by giving them something soothing to focus on while you handle the necessary but unpleasant tasks. The repetitive licking releases calming endorphins, turning a tense situation into a manageable one. With strong suction cups and four textured sections, it sticks firmly to smooth surfaces and keeps them occupied long enough to get the job done with less drama.</p>

<ul>
  <li>
    <strong>Calms anxiety through repetitive licking</strong> – releases endorphins that naturally soothe stressed or nervous dogs</li>
  <li>
    <strong>Four textured designs slow feeding</strong> – different patterns keep them engaged longer and prevent gulping</li>
  <li>
    <strong>Strong suction cups grip firmly</strong> – attaches securely to tiles, glass, metal, and marble surfaces</li>
  <li>
    <strong>Food-grade silicone (BPA-free)</strong> – safe, flexible, and dishwasher-safe for easy cleaning</li>
  <li>
    <strong>Includes spatula and cleaning brush</strong> – spreads treats evenly and cleans textured grooves thoroughly</li>
  <li>
    <strong>Ideal for stressful moments</strong> – vet visits, grooming, nail trims, and bath time</li>
</ul>

<p><strong>Pairs well with:</strong> <a href=""/products/pet-wipes-for-dogs-hypoallergenic-cleaning-and-hydrating-for-grooming-paws-body-and-bums-unscented-100-count"">Pet Wipes (Unscented)</a>.</p>",HappyPawsCo.,"Animals & Pet Supplies > Pet Supplies > Pet Bowls, Feeders & Waterers","","Dogs, enrichment, Feeding & Watering Supplies, Feeding Mats, lick mat, Pet Supplies",true,Colour Name,Red,,,,,,,,85d7a451-3d35-4cc4-9fe4-8b8dea6b35e0,8788.35216875,shopify,deny,autods-prod-lreltcwk,13.72,0.00,true,true,,,,,7445000522559,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/d8d5132ec2167f8cf55915191fab7387.jpg?v=1764894949,1,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Dark Red,false,"Lick Mat for Dogs – Suction Cup (Dark Red, Calming Enrichment) | HappyPawsCo UK","Textured lick mat with suction cups to help keep dogs occupied during grooming, bath time or quiet evenings. Spread soft foods to encourage slower licking and a calming focus. Sticks to tiles, baths and floors for less mess in real UK homes.",,dogs; cats,geometric; rose-gold,,,,silicone,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/d8d5132ec2167f8cf55915191fab7387.jpg?v=1764894949,oz,,6.99,active
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-dark-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/3d426a42ae9a879f58a7f5a8fd146d96.jpg?v=1764894949,2,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Dark Red,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-dark-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/0b751ffd037534732c72ef1a5cec92e6.jpg?v=1764894949,3,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Dark Red,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-dark-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/891c08a270eb7fc2bb2278cfdeb72413.jpg?v=1764894950,4,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Dark Red,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-dark-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/0a27c2938c1f20683fa21fc6c8b21029.jpg?v=1764894949,5,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Dark Red,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-dark-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/05b190720acd7ed49269370defb37947.jpg?v=1764894949,6,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Dark Red,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-dark-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/60af922c3670ac5c7422f395570161d4.jpg?v=1764894950,7,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Dark Red,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-beige,"Lick Mat for Dogs – Suction Cup (Beige, Enrichment & Calm) | HappyPawsCo UK","<p>Some days your dog just needs to slow down and focus. Whether it's a rainy afternoon indoors, a period of recovery after exercise, or simply giving them something calming to do while you're busy, a lick mat provides gentle mental stimulation without high energy. The textured patterns encourage slower, more mindful licking, helping release calming endorphins and preventing boredom-driven behaviour. Spread on peanut butter, yogurt, or pumpkin, stick it to any smooth surface, and give them a moment of peaceful engagement.</p>

<ul>
  <li>
    <strong>Provides calming enrichment</strong> – repetitive licking naturally soothes and occupies restless or bored dogs</li>
  <li>
    <strong>Four textured sections for variety</strong> – different patterns keep them engaged and prevent quick consumption</li>
  <li>
    <strong>Strong suction design</strong> – adheres firmly to tiles, glass, metal, and marble (not suitable for rough surfaces)</li>
  <li>
    <strong>Food-grade silicone (BPA-free)</strong> – safe, durable, flexible, and dishwasher-safe for convenient cleaning</li>
  <li>
    <strong>Includes spatula and cleaning brush</strong> – spreads treats evenly and cleans deep grooves easily</li>
  <li>
    <strong>Perfect for rainy days and downtime</strong> – gentle mental stimulation when outdoor activities aren't possible</li>
</ul>

<p><strong>Pairs well with:</strong> <a href=""/products/slow-feeder-dog-bowl-silicone-dog-slow-feeder-with-suction-cup-anti-choking-slow-eating-food-bowl-for-small-to-medium-dogsgreen"">Slow Feeder Bowl (Green)</a>.</p>
<p><strong>Prefer light blue?</strong> See the <a href=""/products/slow-feeder-dog-bowl-silicone-dog-slow-feeder-with-suction-cup-anti-choking-slow-eating-food-bowl-for-small-to-medium-dogslight-blue"">light blue version here</a>.</p>",HappyPawsCo.,"Animals & Pet Supplies > Pet Supplies > Pet Bowls, Feeders & Waterers > Slow Feeder Bowls","","calming activity, Dogs, Feeding & Watering Supplies, Feeding Mats, Pet Supplies, slow feeding",true,Colour Name,Beig,,,,,,,,394c5051-666d-46b8-9c2b-92b4043badd1,566.9904625,shopify,deny,autods-prod-lreltcwk,13.72,0.00,true,true,,,,,313106397357,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/da5f9ad679f4702243b21a7f084cb34d.jpg?v=1764889134,1,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Beige,false,,"Beige suction lick mat designed for slow, soothing feeding routines. Ideal for spreading yoghurt, wet food or treats to give dogs a calming activity at home or on the go. Helps turn grooming, crate time and downtime into something more positive.",,dogs; cats,geometric,,,,silicone,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/da5f9ad679f4702243b21a7f084cb34d.jpg?v=1764889134,oz,,6.99,active
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/0d5a8fc62eabd991910b53c3cfa80769.jpg?v=1764889135,2,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Beige,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/06db014185568e0d315ba0c21878db96.jpg?v=1764889135,3,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Beige,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/de1e35ac0d6d47f708c9b9de04a04f27.jpg?v=1764889135,4,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Beige,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/2d48195a6327f107e256ceb78f229c45.jpg?v=1764889135,5,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Beige,,,,,,,,,,,,,,,,,,,,
licky-mats-for-dogs-large-dog-slow-feeding-lick-mats-with-suction-cup-boredom-and-anxiety-reducer-lick-mats-for-dogs-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/048457b42eea57f57aaf5ed3a9f6772e.jpg?v=1764889134,6,Licky Mats for Dogs Large Dog Slow Feeding Lick Mats with Suction Cup Boredom and Anxiety Reducer Lick Mats for Dogs Beige,,,,,,,,,,,,,,,,,,,,
